,Metabolite,Formula,Polarity (z),mz,ppm,RT,RT_range,Detection,1 20AF,2 20AF,4 40AM,5 40AM,6 40AM,7 2e6 Mf,8 2e6 Mf,9 2e6 Mf,10 200 L3,11 200 L3,12 200 L3,AF_vs_AM_ttest_pval,AF_vs_AM_Log2FoldChange,AF_vs_AM_impact_score,AF_vs_L3_ttest_pval,AF_vs_L3_Log2FoldChange,AF_vs_L3_impact_score,AF_vs_Mf_ttest_pval,AF_vs_Mf_Log2FoldChange,AF_vs_Mf_impact_score,AM_vs_AF_ttest_pval,AM_vs_AF_Log2FoldChange,AM_vs_AF_impact_score,AM_vs_L3_ttest_pval,AM_vs_L3_Log2FoldChange,AM_vs_L3_impact_score,AM_vs_Mf_ttest_pval,AM_vs_Mf_Log2FoldChange,AM_vs_Mf_impact_score,L3_vs_AF_ttest_pval,L3_vs_AF_Log2FoldChange,L3_vs_AF_impact_score,L3_vs_AM_ttest_pval,L3_vs_AM_Log2FoldChange,L3_vs_AM_impact_score,L3_vs_Mf_ttest_pval,L3_vs_Mf_Log2FoldChange,L3_vs_Mf_impact_score,Mf_vs_AF_ttest_pval,Mf_vs_AF_Log2FoldChange,Mf_vs_AF_impact_score,Mf_vs_AM_ttest_pval,Mf_vs_AM_Log2FoldChange,Mf_vs_AM_impact_score,Mf_vs_L3_ttest_pval,Mf_vs_L3_Log2FoldChange,Mf_vs_L3_impact_score
82,Succinic acid,C4H6O4,-,117.0193,-9.7,12.6,0.41,1,504496,-,-,-,-,-,-,-,-,-,-,0.27222840122441616,0.08260498380576456,2.0,0.27222840122441616,0.08260498380576456,2.0,0.27222840122441616,0.08260498380576456,2.0,0.27222840122441616,-0.08260498380576445,2.0,NA,0.0,0.0,NA,0.0,0.0,0.27222840122441616,-0.08260498380576445,2.0,NA,0.0,0.0,NA,0.0,0.0,0.27222840122441616,-0.08260498380576445,2.0,NA,0.0,0.0,NA,0.0,0.0
83,L-Malic acid,C4H6O5,-,133.0142,-10.1,13.5,0.42,5,1251319,-,-,-,-,1378662,-,1060495,-,935309,1042906,0.2722284012244162,0.2905696317227558,4.0,0.5362630826612644,0.15903448666075656,2.0,0.8691229690573342,-0.057709089185368385,1.0,0.2722284012244162,-0.2905696317227558,4.0,0.18520714829179893,-0.1315351450619993,5.0,0.1895118230864087,-0.34827872090812423,7.0,0.5362630826612644,-0.15903448666075656,2.0,0.18520714829179893,0.13153514506199926,5.0,0.3867008379965904,-0.21674357584612491,3.0,0.8691229690573342,0.05770908918536837,1.0,0.1895118230864087,0.34827872090812423,7.0,0.3867008379965904,0.21674357584612491,3.0
84,Creatinine,C4H7N3O,+,114.0662,0.1,6.36,0.42,1,-,-,-,-,-,-,-,-,2763702,-,-,NA,0.0,0.0,0.495025346059711,-0.1716321988374265,5.0,NA,0.0,0.0,NA,0.0,0.0,0.37390096630005903,-0.1716321988374265,6.0,NA,0.0,0.0,0.495025346059711,0.1716321988374266,5.0,0.37390096630005903,0.1716321988374266,6.0,0.37390096630005903,0.1716321988374266,6.0,NA,0.0,0.0,NA,0.0,0.0,0.37390096630005903,-0.1716321988374265,6.0
85,L-Aspartic acid,C4H7NO4,-,132.0302,-10.1,11.95,0.42,9,702832,2097602,2089175,1020038,2034480,2830154,1234584,1061960,-,559681,-,0.6782521093739952,-0.2921916100570315,3.0,0.16436459285249333,1.6798308000698676,18.0,0.7525171373306544,-0.2874169866568015,3.0,0.6782521093739952,0.29219161005703154,3.0,0.022373616883793104,1.9720224101268995,189.0,0.9935775259524022,0.004774623400230156,2.0,0.16436459285249333,-1.6798308000698678,18.0,0.022373616883793104,-1.9720224101268995,189.0,0.0879913328720465,-1.9672477867266691,48.0,0.7525171373306544,0.28741698665680143,3.0,0.9935775259524022,-0.004774623400230098,2.0,0.0879913328720465,1.967247786726669,48.0
86,L-Asparagine,C4H8N2O3,+,133.0608,-3.5,11.72,0.16,9,60744416,68403136,76117312,70936392,74254992,16832550,10637577,13959077,-,6509558,-,0.07649535112385035,-0.1920773427736385,1033.0,0.0005050294654900152,4.632620258134778,1649799.0,0.0008194342615716048,2.225262791585416,223641.0,0.07649535112385035,0.19207734277363844,1033.0,8.664723744765782e-06,4.824697600908417,124891301.0,1.3897378806726334e-05,2.4173401343590544,16831796.0,0.0005050294654900152,-4.632620258134778,1649799.0,8.664723744765782e-06,-4.824697600908417,124891301.0,0.013369659753169066,-2.407357466549362,3256.0,0.0008194342615716048,-2.2252627915854157,223641.0,1.3897378806726334e-05,-2.4173401343590544,16831796.0,0.013369659753169066,2.407357466549362,3256.0
87,Ureidopropionic acid,C4H8N2O3,-,131.0462,-10.0,11.66,0.4,10,1060064,763144,1360670,133283,269343,1376336,768984,1153368,-,393405,60588,0.5730666952870356,0.6331669842867682,2.0,0.02693896612751761,2.4493483869593686,109.0,0.5134571560837732,-0.27045066903673404,2.0,0.5730666952870356,-0.6331669842867682,2.0,0.3570322520182875,1.8161814026726009,4.0,0.2968683478297097,-0.9036176533235022,5.0,0.02693896612751761,-2.449348386959369,109.0,0.3570322520182875,-1.8161814026726004,4.0,0.011413673017912924,-2.7197990559961034,365.0,0.5134571560837732,0.27045066903673404,2.0,0.2968683478297097,0.9036176533235024,5.0,0.011413673017912924,2.7197990559961034,365.0
88,3-Hydroxybutyric acid,C4H8O3,-,103.0401,-9.4,6.94,0.0,1,-,-,26320,-,-,-,-,-,-,-,-,0.495025346059711,-0.6266727526059934,0.0,NA,0.0,0.0,NA,0.0,0.0,0.495025346059711,0.6266727526059934,0.0,0.373900966300059,0.6266727526059934,0.0,0.373900966300059,0.6266727526059934,0.0,NA,0.0,0.0,0.373900966300059,-0.6266727526059934,0.0,NA,0.0,0.0,NA,0.0,0.0,0.373900966300059,-0.6266727526059934,0.0,NA,0.0,0.0
89,Homocysteine,C4H9NO2S,-,134.0281,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0
90,L-Threonine,C4H9NO3,-,118.051,-9.0,10.82,0.36,10,227728,140213,378634,29490,115011,416101,267987,240771,26673,104680,-,0.9495100319139208,0.07725365100982291,0.0,0.06804936556373356,1.836956174918948,6.0,0.20713968052720905,-0.7447964885428886,2.0,0.9495100319139208,-0.07725365100982284,0.0,0.32024532298047803,1.7597025239091246,1.0,0.3211081524181889,-0.8220501395527116,1.0,0.06804936556373356,-1.836956174918948,6.0,0.32024532298047803,-1.7597025239091246,1.0,0.013312191041789415,-2.581752663461836,81.0,0.20713968052720905,0.7447964885428886,2.0,0.3211081524181889,0.8220501395527114,1.0,0.013312191041789415,2.581752663461836,81.0
91,L-Glutamine,C5H10N2O3,+,147.0764,-4.2,11.48,0.2,9,901045312,952788608,947214208,987196032,1009144000,87331064,73883216,65804432,-,94757432,-,0.17146605173726456,-0.08208470870751962,5890.0,0.00024725316418672375,4.72728442626564,51524901.0,3.265198005761905e-05,3.614591381742828,188054712.0,0.17146605173726456,0.08208470870751962,5890.0,1.1069714136067937e-05,4.809369134973159,1286968238.0,1.2053456107431943e-06,3.6966760904503473,5684408716.0,0.00024725316418672375,-4.72728442626564,51524901.0,1.1069714136067937e-05,-4.809369134973159,1286968238.0,0.25361251565658666,-1.1126930445228116,472.0,3.265198005761905e-05,-3.614591381742828,188054712.0,1.2053456107431943e-06,-3.6966760904503464,5684408716.0,0.25361251565658666,1.1126930445228118,472.0
92,L-Methionine,C5H11NO2S,+,150.0583,-4.2,8.3,0.24,11,56541512,54989876,40377472,47056964,58278028,42330972,18187212,19993460,187884,2606282,218526,0.3656797634016072,0.1992879936748091,164.0,2.2301154455464134e-05,5.795215284073657,70679686.0,0.0634674779072521,1.0551429288096603,1352.0,0.3656797634016072,-0.19928799367480912,164.0,0.0008429075453192267,5.595927290398847,1422313.0,0.08090519604400233,0.8558549351348512,843.0,2.2301154455464134e-05,-5.795215284073657,70679686.0,0.0008429075453192267,-5.595927290398847,1422313.0,0.02966732234777648,-4.7400723552639965,12540.0,0.0634674779072521,-1.0551429288096603,1352.0,0.08090519604400233,-0.8558549351348512,843.0,0.02966732234777648,4.7400723552639965,12540.0
93,Ornithine,C5H12N2O2,+,133.0972,-2.7,17.34,0.15,8,-,34290,452253,685936,736456,115250,122345,197807,-,-,35857,0.01357332120738888,-4.226073411600921,454.0,0.8979667035414858,-0.009581613692244698,0.0,0.04656520565886549,-2.11987593172537,8.0,0.01357332120738888,4.226073411600921,454.0,0.0025060307756703173,4.2164917979086765,2442.0,0.006311040489219525,2.1061974798755507,263.0,0.8979667035414858,0.009581613692244684,0.0,0.0025060307756703173,-4.2164917979086765,2442.0,0.01350013851235592,-2.1102943180331253,29.0,0.04656520565886549,2.11987593172537,8.0,0.006311040489219525,-2.1061974798755507,263.0,0.01350013851235592,2.1102943180331253,29.0
94,5-Phosphoribosylamine,C5H12NO7P,-,228.0279,-9.0,12.62,0.16,1,-,-,-,-,24175,-,-,-,-,-,-,0.4950253460597112,-0.558267634055736,0.0,NA,0.0,0.0,NA,0.0,0.0,0.4950253460597112,0.558267634055736,0.0,0.373900966300059,0.558267634055736,0.0,0.373900966300059,0.558267634055736,0.0,NA,0.0,0.0,0.373900966300059,-0.558267634055736,0.0,NA,0.0,0.0,NA,0.0,0.0,0.373900966300059,-0.558267634055736,0.0,NA,0.0,0.0
95,Phosphoribosyl pyrophosphate,C5H13O14P3,-,388.9445,-8.3,17.51,0.0,0,-,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0
96,Choline,C5H13NO,+,104.10700000000001,0.1,13.47,0.45,5,812288,803501,512800,417287,262147,-,-,-,-,-,-,0.02242709128329526,1.0235338931915536,55.0,1.6635523947568428e-07,4.618884704854384,62092035.0,1.6635523947568428e-07,4.618884704854384,62092035.0,0.02242709128329526,-1.0235338931915534,55.0,0.007537880849010775,3.5953508116628305,345.0,0.007537880849010775,3.5953508116628305,345.0,1.6635523947568428e-07,-4.618884704854384,62092035.0,0.007537880849010775,-3.5953508116628305,345.0,NA,0.0,0.0,1.6635523947568428e-07,-4.618884704854384,62092035.0,0.007537880849010775,-3.5953508116628305,345.0,NA,0.0,0.0
97,Phosphorylcholine,C5H15NO4P,+,185.0811,-5.1,11.57,0.34,0,-,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0
98,Orotic acid,C5H4N2O4,-,155.0098,-6.0,7.74,0.39,5,271375,313259,117545,140848,149350,-,-,-,-,-,-,0.00426392928188271,1.1048361243119078,108.0,0.0007698533252759932,2.0223969629022855,961.0,0.0007698533252759932,2.0223969629022855,961.0,0.00426392928188271,-1.1048361243119078,108.0,0.0025424511378524853,0.9175608385903778,77.0,0.0025424511378524853,0.9175608385903778,77.0,0.0007698533252759932,-2.0223969629022855,961.0,0.0025424511378524853,-0.9175608385903778,77.0,NA,0.0,0.0,0.0007698533252759932,-2.0223969629022855,961.0,0.0025424511378524853,-0.9175608385903778,77.0,NA,0.0,0.0
99,Hypoxanthine,C5H4N4O,+,137.0458,-3.6,7.1,0.19,11,476246944,462997472,462192384,420833312,422043200,83618280,62190764,103161408,5432428,4241000,4756650,0.15387012683191473,0.11040906937073733,3173.0,2.675070663691793e-06,6.609312131224603,8657851573.0,0.00015686285911305358,2.5004886021736685,9967645.0,0.15387012683191473,-0.1104090693707374,3173.0,5.941104309046745e-06,6.4989030618538655,3347768276.0,4.0466587219298464e-05,2.390079532802932,33550563.0,2.675070663691793e-06,-6.609312131224603,8657851573.0,5.941104309046745e-06,-6.4989030618538655,3347768276.0,0.002722899459560753,-4.108823529050934,278172.0,0.00015686285911305358,-2.5004886021736685,9967645.0,4.0466587219298464e-05,-2.390079532802932,33550563.0,0.002722899459560753,4.108823529050934,278172.0
100,Xanthine,C5H4N4O2,-,151.0261,-8.9,8.53,0.46,4,-,-,-,-,193888,1247355,577446,1178100,-,-,-,0.4950253460597098,-0.03032890599098088,0.0,NA,0.0,0.0,0.05852945776839045,-2.457237465461143,56.0,0.4950253460597098,0.030328905990980832,0.0,0.3739009663000578,0.030328905990980832,1.0,0.018615140493849342,-2.4269085594701627,171.0,NA,0.0,0.0,0.3739009663000578,-0.03032890599098088,1.0,0.018317816893983083,-2.457237465461143,177.0,0.05852945776839045,2.4572374654611435,56.0,0.018615140493849342,2.4269085594701627,171.0,0.018317816893983083,2.4572374654611435,177.0
101,Uric acid,C5H4N4O3,+,169.0356,-3.6,9.83,0.21,1,-,-,-,-,-,15150,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0,0.495025346059711,-0.2285621885766544,0.0,NA,0.0,0.0,NA,0.0,0.0,0.373900966300059,-0.2285621885766544,0.0,NA,0.0,0.0,NA,0.0,0.0,0.373900966300059,-0.2285621885766544,0.0,0.495025346059711,0.2285621885766544,0.0,0.373900966300059,0.2285621885766544,0.0,0.373900966300059,0.2285621885766544,0.0
102,Adenine,C5H5N5,+,136.0618,-3.5,6.42,0.28,11,96211632,69110232,362143872,318533888,358691776,23003074,23135814,15132351,1392954,903196,744686,0.001042548225068265,-2.0673967381348497,862578.0,0.003959040598671686,6.349628215501012,861791.0,0.01001768888940525,2.016958105723143,20824.0,0.001042548225068265,2.0673967381348497,862578.0,1.600274875306218e-05,8.417024953635861,3710819859.0,2.158823325649284e-05,4.084354843857993,144142008.0,0.003959040598671686,-6.349628215501009,861791.0,1.600274875306218e-05,-8.417024953635861,3710819859.0,0.0018571290148423356,-4.332670109777867,116295.0,0.01001768888940525,-2.016958105723143,20824.0,2.158823325649284e-05,-4.084354843857993,144142008.0,0.0018571290148423356,4.332670109777867,116295.0
103,Guanine,C5H5N5O,+,152.0567,-3.2,8.79,0.21,11,6216151,4511332,7580861,8909433,11461825,20002866,13689562,23076612,201389,243761,206080,0.09017303228936707,-0.7966835397880457,141.0,0.003936118310159697,4.626963144027059,17517.0,0.03329207310501127,-1.8188302293936716,1287.0,0.09017303228936707,0.7966835397880456,141.0,0.0013296419719376472,5.423646683815104,153890.0,0.032460085057284836,-1.0221466896056255,883.0,0.003936118310159697,-4.626963144027059,17517.0,0.0013296419719376472,-5.423646683815104,153890.0,0.002484000014186432,-6.445793373420728,335846.0,0.03329207310501127,1.8188302293936716,1287.0,0.032460085057284836,1.0221466896056255,883.0,0.002484000014186432,6.445793373420728,335846.0
104,"4,5-Dihydroorotic acid",C5H6N2O4,-,157.0255,-7.5,8.47,0.34,5,749833,891787,235867,294205,327976,-,-,-,-,-,-,0.003478144241206109,1.5209524525736668,457.0,0.0008726343280417992,2.9683018390391847,4151.0,0.0008726343280417992,2.9683018390391847,4151.0,0.003478144241206109,-1.5209524525736668,457.0,0.0025352708932006845,1.4473493864655176,210.0,0.0025352708932006845,1.4473493864655176,210.0,0.0008726343280417992,-2.9683018390391847,4151.0,0.0025352708932006845,-1.4473493864655176,210.0,NA,0.0,0.0,0.0008726343280417992,-2.9683018390391847,4151.0,0.0025352708932006845,-1.4473493864655176,210.0,NA,0.0,0.0
105,Oxoglutaric acid,C5H6O5,-,145.0142,-10.0,12.74,0.38,6,4850060,4723452,188225,92604,190686,-,-,114353,-,-,-,5.5436657404850125e-06,4.928635196484325,13580386.0,2.215533672877377e-06,5.973369078303407,68953141.0,2.651471011633676e-06,5.7505804004141465,49501019.0,5.5436657404850125e-06,-4.928635196484325,13580386.0,0.0662035193308378,1.0447338818190843,4.0,0.120608998014561,0.8219452039298228,2.0,2.215533672877377e-06,-5.973369078303407,68953141.0,0.0662035193308378,-1.0447338818190843,4.0,0.3739009663000587,-0.2227886778892615,0.0,2.651471011633676e-06,-5.7505804004141465,49501019.0,0.120608998014561,-0.8219452039298228,2.0,0.3739009663000587,0.2227886778892616,0.0
106,Ureidosuccinic acid,C5H8N2O5,-,175.03599999999997,-8.3,13.94,0.4,6,2140116,2905578,839691,429794,354484,-,-,34640,-,-,-,0.010511279106287295,2.2204911232052904,679.0,0.003108764121811007,7.195200822823646,59868.0,0.003132974286522037,6.775791295178804,44521.0,0.010511279106287295,-2.2204911232052904,679.0,0.02543411331665272,4.974709699618356,345.0,0.02640547326426672,4.555300171973514,251.0,0.003108764121811007,-7.195200822823646,59868.0,0.02543411331665272,-4.974709699618356,345.0,0.3739009663000589,-0.41940952764484174,0.0,0.003132974286522037,-6.775791295178804,44521.0,0.02640547326426672,-4.555300171973514,251.0,0.3739009663000589,0.4194095276448416,0.0
107,D-2-Hydroxyglutaric acid,C5H8O5,-,147.0299,-10.2,12.52,0.45,8,3470261,4544516,2953584,1691889,4461023,12430985,3974538,14872874,-,-,-,0.4450458145057759,0.4007288404698836,10.0,0.0028510173281436754,3.3800955590415787,8020.0,0.23078203834432415,-1.3794697914489424,81.0,0.4450458145057759,-0.4007288404698836,10.0,0.02961368891653624,2.979366718571695,455.0,0.09524556727829456,-1.7801986319188259,243.0,0.0028510173281436754,-3.3800955590415787,8020.0,0.02961368891653624,-2.979366718571695,455.0,0.03836357384952457,-4.759565350490521,3817.0,0.23078203834432415,1.3794697914489424,81.0,0.09524556727829456,1.780198631918826,243.0,0.03836357384952457,4.759565350490521,3817.0
108,L-Proline,C5H9NO2,+,116.0706,-0.9,9.37,0.14,11,1056267264,1118616576,555250176,681355072,688733888,79482864,48546464,64871936,22598048,50961616,22546076,0.005185832351657959,0.7607882601957234,282502.0,3.3864077903136104e-05,5.085134439730095,561078966.0,3.586456387439516e-05,4.079966347862063,271551393.0,0.005185832351657959,-0.7607882601957233,282502.0,0.00016200896694009375,4.3243461795343725,41660983.0,0.0001986289635833644,3.31917808766634,17739999.0,3.3864077903136104e-05,-5.085134439730095,561078966.0,0.00016200896694009375,-4.3243461795343725,41660983.0,0.06827796386953874,-1.0051680918680317,1416.0,3.586456387439516e-05,-4.079966347862063,271551393.0,0.0001986289635833644,-3.31917808766634,17739999.0,0.06827796386953874,1.005168091868032,1416.0
109,Acetylcysteine,C5H9NO3S,+,164.0376,-4.8,7.24,0.18,4,81327,103232,-,66580,93434,-,-,-,-,-,-,0.35681586931157,0.7033910412393913,0.0,0.0020799190448656454,3.206010187056497,227.0,0.0020799190448656454,3.206010187056497,227.0,0.35681586931157,-0.7033910412393912,0.0,0.13053794028834134,2.5026191458171057,1.0,0.13053794028834134,2.5026191458171057,1.0,0.0020799190448656454,-3.206010187056497,227.0,0.13053794028834134,-2.502619145817106,1.0,NA,0.0,0.0,0.0020799190448656454,-3.206010187056497,227.0,0.13053794028834134,-2.502619145817106,1.0,NA,0.0,0.0
110,Pipecolic acid,C6H11NO2,+,130.0863,-3.5,9.0,0.34,5,395805,363445,5090114,7060931,5633863,-,-,-,-,-,-,0.005281282946972547,-3.9649721971262673,9326.0,0.0003286194294401167,1.3118214840811475,2012.0,0.0003286194294401167,1.3118214840811475,2012.0,0.005281282946972547,3.964972197126267,9326.0,0.0006011034377296407,5.276793681207415,196103.0,0.0006011034377296407,5.276793681207415,196103.0,0.0003286194294401167,-1.3118214840811475,2012.0,0.0006011034377296407,-5.276793681207415,196103.0,NA,0.0,0.0,0.0003286194294401167,-1.3118214840811475,2012.0,0.0006011034377296407,-5.276793681207415,196103.0,NA,0.0,0.0
111,Aminoadipic acid,C6H11NO4,-,160.0615,1.1,6.17,0.42,0,-,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0
112,L-Cystine,C6H12N2O4S2,-,239.0166,-4.9,12.93,0.29,8,3400646,2322841,2345394,329059,2270062,168377,-,154375,-,113667,-,0.2879653889973884,0.7960278527017776,14.0,0.006383377970892278,4.668846166663035,5926.0,0.006630918236999114,4.3038495007485,4478.0,0.2879653889973884,-0.7960278527017777,14.0,0.0805102434896988,3.8728183139612575,160.0,0.08504528756171917,3.5078216480467224,120.0,0.006383377970892278,-4.668846166663035,5926.0,0.0805102434896988,-3.8728183139612566,160.0,0.12918013735963732,-0.3649966659145348,1.0,0.006630918236999114,-4.3038495007485,4478.0,0.08504528756171917,-3.507821648046723,120.0,0.12918013735963732,0.3649966659145348,1.0
113,D-Glucose,C6H12O6,-,179.0561,-7.9,10.79,0.33,5,1234847,818676,15409514,6957024,8681078,-,-,-,-,-,-,0.0680033059221675,-3.3333469831439384,843.0,0.13697572135593086,0.5244304768766441,9.0,0.13697572135593086,0.5244304768766441,9.0,0.0680033059221675,3.3333469831439384,843.0,0.020180469940455883,3.8577774600205834,3974.0,0.020180469940455883,3.8577774600205834,3974.0,0.13697572135593086,-0.5244304768766441,9.0,0.020180469940455883,-3.8577774600205834,3974.0,NA,0.0,0.0,0.13697572135593086,-0.5244304768766441,9.0,0.020180469940455883,-3.8577774600205834,3974.0,NA,0.0,0.0
114,Citrulline,C6H13N3O3,+,176.10299999999998,-3.8,12.29,0.15,11,85569288,85967352,122237920,128303096,131517360,792493,897074,612506,545887,1641233,656513,0.0012987454902298392,-0.5703138215977962,121830.0,3.831246732506631e-07,6.499600175185479,10240112362.0,2.2034751881019408e-08,6.8044018747189865,219475529583.0,0.0012987454902298392,0.5703138215977961,121830.0,1.325788649740907e-06,7.069913996783276,6501009650.0,1.2785598084418562e-06,7.374715696316782,8315282866.0,3.831246732506631e-07,-6.499600175185479,10240112362.0,1.325788649740907e-06,-7.069913996783273,6501009650.0,0.6405303671174138,0.3048016995335078,2.0,2.2034751881019408e-08,-6.8044018747189865,219475529583.0,1.2785598084418562e-06,-7.374715696316782,8315282866.0,0.6405303671174138,-0.3048016995335077,2.0
115,6-Phosphogluconic acid,C6H13O10P,-,275.0174,2.3,14.98,0.19,0,-,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0
116,"Fructose 1,6-bisphosphate",C6H14O12P2,-,338.9888,-0.8,15.51,0.24,0,-,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0
117,Nicotinic acid,C6H5NO2,-,122.0248,-10.3,6.14,0.41,0,-,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0
118,Niacinamide,C6H6N2O,+,123.0553,-2.4,4.64,0.16,11,80557272,72101248,68206512,119851848,138236528,67128616,45298440,40905488,2240818,2759029,3895972,0.31945926792262,-0.5109057746450959,413.0,0.00018413677084611508,4.685999365939682,5542416.0,0.10433806677295657,0.5786066768464914,912.0,0.31945926792262,0.5109057746450958,413.0,0.007252463840992126,5.196905140584778,282540.0,0.062296976925936665,1.0895124514915873,2731.0,0.00018413677084611508,-4.685999365939682,5542416.0,0.007252463840992126,-5.196905140584778,282540.0,0.004061041026346802,-4.1073926890931896,114759.0,0.10433806677295657,-0.5786066768464914,912.0,0.062296976925936665,-1.0895124514915873,2731.0,0.004061041026346802,4.1073926890931896,114759.0
119,Phenol,C6H6O,-,93.0346,5.5,2.79,0.0,1,-,49893,-,-,-,-,-,-,-,-,-,0.27222840122441616,1.582387397748349,0.0,0.27222840122441616,1.582387397748349,0.0,0.27222840122441616,1.582387397748349,0.0,0.27222840122441616,-1.582387397748349,0.0,NA,0.0,0.0,NA,0.0,0.0,0.27222840122441616,-1.582387397748349,0.0,NA,0.0,0.0,NA,0.0,0.0,0.27222840122441616,-1.582387397748349,0.0,NA,0.0,0.0,NA,0.0,0.0
120,cis-Aconitic acid,C6H6O6,-,173.0092,-8.4,15.17,0.25,7,4394282,4801174,1691339,341550,581275,469296,-,665448,-,-,-,0.006839549192323529,2.3995339682831327,2110.0,8.991855814025475e-05,4.53558656657535,618507.0,0.0003774180898074223,3.371221991700223,69118.0,0.006839549192323529,-2.3995339682831327,2110.0,0.18075641558960973,2.1360525982922165,13.0,0.3840545414171084,0.97168802341709,3.0,8.991855814025475e-05,-4.53558656657535,618507.0,0.18075641558960973,-2.1360525982922165,13.0,0.14340183077922758,-1.164364574875127,5.0,0.0003774180898074223,-3.371221991700223,69118.0,0.3840545414171084,-0.97168802341709,3.0,0.14340183077922758,1.164364574875127,5.0
121,Oxoadipic acid,C6H8O5,-,159.0299,0.0,8.86,0.48,0,-,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0
122,Citric acid,C6H8O7,-,191.0197,-8.0,15.42,0.36,5,809909,695466,320181,662930,1060585,-,-,-,-,-,-,0.8147175271427192,0.14390480724466384,1.0,0.0009522354325774654,1.9688460555669107,1942.0,0.0009522354325774654,1.9688460555669107,1942.0,0.8147175271427192,-0.1439048072446639,1.0,0.08426921755422041,1.824941248322247,18.0,0.08426921755422041,1.824941248322247,18.0,0.0009522354325774654,-1.9688460555669107,1942.0,0.08426921755422041,-1.8249412483222471,18.0,NA,0.0,0.0,0.0009522354325774654,-1.9688460555669107,1942.0,0.08426921755422041,-1.8249412483222471,18.0,NA,0.0,0.0
123,L-Histidine,C6H9N3O2,+,156.0768,-4.2,10.81,0.24,11,39461648,37590288,36945784,34946780,34992312,21342900,14912947,20293546,4587594,12418823,5817270,0.07803389854612364,0.11280788306959698,514.0,0.0023876247829612302,2.3402618396384667,48923.0,0.005132537421602462,1.031282168502344,11424.0,0.07803389854612364,-0.11280788306959705,514.0,0.00037175673754281404,2.2274539565688705,272326.0,0.001324963178373883,0.9184742854327468,38858.0,0.0023876247829612302,-2.3402618396384667,48923.0,0.00037175673754281404,-2.2274539565688705,272326.0,0.023234926062601767,-1.308979671136123,1411.0,0.005132537421602462,-1.0312821685023437,11424.0,0.001324963178373883,-0.9184742854327468,38858.0,0.023234926062601767,1.308979671136123,1411.0
124,N-Acetylglutamic acid,C7H11NO5,+,190.071,-4.7,11.44,0.31,11,61133560,65186564,47485528,24911066,33912940,628718,668522,673189,608836,198167,440860,0.04850284058077674,0.8337760074826479,1812.0,3.1181472557594406e-05,7.246443630270527,154797374.0,3.1065442521820865e-05,6.587393416879742,98771348.0,0.04850284058077674,-0.8337760074826478,1812.0,0.005938219132759453,6.41266762278788,257181.0,0.006083411521670452,5.753617409397094,160052.0,3.1181472557594406e-05,-7.246443630270527,154797374.0,0.005938219132759453,-6.41266762278788,257181.0,0.11525133438492165,-0.6590502133907858,7.0,3.1065442521820865e-05,-6.587393416879742,98771348.0,0.006083411521670452,-5.753617409397094,160052.0,0.11525133438492165,0.6590502133907858,7.0
